chroma_mean,chroma_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,mfccs_1_mean,mfccs_1_var,mfccs_2_mean,mfccs_2_var,mfccs_3_mean,mfccs_3_var,mfccs_4_mean,mfccs_4_var,mfccs_5_mean,mfccs_5_var,mfccs_6_mean,mfccs_6_var,mfccs_7_mean,mfccs_7_var,mfccs_8_mean,mfccs_8_var,mfccs_9_mean,mfccs_9_var,mfccs_10_mean,mfccs_10_var,mfccs_11_mean,mfccs_11_var,mfccs_12_mean,mfccs_12_var,mfccs_13_mean,mfccs_13_var,mfccs_14_mean,mfccs_14_var,mfccs_15_mean,mfccs_15_var,mfccs_16_mean,mfccs_16_var,mfccs_17_mean,mfccs_17_var,mfccs_18_mean,mfccs_18_var,mfccs_19_mean,mfccs_19_var,mfccs_20_mean,mfccs_20_var,bpm
129.19921875,0.23809122,0.08371774,0.17114304,0.010510841,1374.1869577107475,801102.425356814,1823.909387260294,549581.8898502855,2572.2367192034244,3821784.1870234995,0.056778352618978525,0.0025834612306500277,9.716643e-06,0.03275596,0.00015694372,0.0017383576,0.4885232,0.04972354,0.65281403,0.032394424,0.39644545,0.022834824,0.49091476,0.027602654,0.46590087,0.026047707,0.54346186,0.019809969,0.4492707,0.023601335,0.5557821,0.027618714,0.47322038,0.023040058,0.50542027,0.01987179,0.56038,0.027281892,0.450356,0.026178693,0.44587815,0.02449713,0.47219092,0.02694878,0.42695287,0.024771584,0.46616814,0.0224249,0.47151744,0.023171036,0.44461486,0.02323721,0.48022136,0.023895185,0.52954715,0.024222745
